ID,mag_name,assembly_type,link_to_assembly,GTDB_version,domain,phylum,class,order,family,genus,species,closest_placement_ani,completeness,contamination,size,GC,N50,contigs,number_genes,cazy_hits,pfam_hits,kegg_hits,number_unannotated_genes,percent_unannotated_genes,host_species,AB_batch,taxonomy_level,sample_type
EHM037956,EHA02456_bin.14.fa,Individual,EHA02456,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,s__,0.00,98.80,1.04,2040992,39.00%,102492.00,30,1962,77,1596,1026,342,17,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037774,EHA02444_bin.17.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Faecalibacillus,s__,80.44,100.00,2.51,2305976,30.00%,83694.00,34,2279,64,1822,1186,422,19,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037633,EHA02459_bin.8.fa,Individual,EHA02459,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__,79.92,93.49,0.28,2908027,60.00%,27779.00,179,2606,80,1965,1159,608,23,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037792,EHA02444_bin.33.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__,0.00,79.35,0.25,2191591,62.00%,6552.00,409,2040,71,1564,883,430,21,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038029,EHA02450_bin.4.fa,Individual,EHA02450,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__,0.00,83.94,0.19,2675840,62.00%,13842.00,257,2576,79,2014,1171,514,20,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038124,EHA02442_bin.1.fa,Individual,EHA02442,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__,0.00,89.34,0.77,3059120,61.00%,12310.00,357,2924,94,2213,1234,661,23,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038180,EHA02443_bin.37.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__,0.00,97.39,0.76,2906496,61.00%,12793.00,339,2922,90,2152,1232,728,25,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038161,EHA02443_bin.2.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Gallimonas,s__,79.03,95.47,0.84,2172198,53.00%,119154.00,40,1863,95,1387,872,442,24,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038160,EHA02443_bin.19.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Gastranaerophilus,s__Gastranaerophilus phascolarctosicola,98.30,99.27,0.08,1879576,39.00%,49646.00,61,1914,46,1205,774,680,36,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037555,EHA02455_bin.2.fa,Individual,EHA02455,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger formicilis_B,97.40,98.44,1.97,3457339,56.00%,227355.00,29,3202,152,2575,1531,585,18,Sciurus vulgaris,ABB0280,Species,Faecal
EHM038203,EHA02443_bin.59.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__HGM12587,s__,0.00,84.85,0.93,1885571,43.00%,86906.00,38,1768,67,1436,960,307,17,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037848,EHA02449_bin.22.fa,Individual,EHA02449,2.3.0,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__JAFUYI01,s__JAFUYI01 sp900762565,96.25,69.68,1.10,1128684,47.00%,3975.00,332,936,18,589,357,329,35,Sciurus vulgaris,ABB0280,Species,Faecal
EHM038030,EHA02450_bin.5.fa,Individual,EHA02450,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__JAGBWK01,s__JAGBWK01 sp001915385,96.03,99.87,0.14,3375711,51.00%,93556.00,83,2755,129,1956,1119,771,28,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037782,EHA02444_bin.24.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__JAGNPU01,s__,87.10,91.60,1.49,2723516,54.00%,5402.00,629,2408,30,2013,1335,356,15,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038018,EHA02450_bin.15.fa,Individual,EHA02450,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,0.00,93.26,1.28,2530332,60.00%,19990.00,184,2551,32,1985,1200,533,21,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038034,EHA02450_bin.9.fa,Individual,EHA02450,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Ligilactobacillus,s__Ligilactobacillus salivarius,97.12,93.17,0.14,1920491,32.00%,21232.00,135,1891,43,1447,1007,415,22,Sciurus vulgaris,ABB0280,Species,Faecal
EHM038198,EHA02443_bin.53.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Limivivens,s__,0.00,85.35,2.14,3722577,50.00%,18904.00,297,3282,148,2698,1636,529,16,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038032,EHA02450_bin.7.fa,Individual,EHA02450,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Marvinbryantia,s__,0.00,97.03,2.38,3267945,49.00%,36772.00,131,3073,115,2506,1519,518,17,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037366,EHA02458_bin.13.fa,Individual,EHA02458,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Massiliimalia,s__Massiliimalia sp900752435,98.12,97.53,0.82,2397687,48.00%,12437.00,300,2408,66,1910,1158,467,19,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037840,EHA02449_bin.14.fa,Individual,EHA02449,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Massiliimalia,s__Massiliimalia sp900752435,97.85,99.50,0.91,2578712,48.00%,102703.00,40,2553,75,2053,1309,463,18,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037619,EHA02459_bin.15.fa,Individual,EHA02459,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__MGBC163490,s__,0.00,97.74,2.46,2828405,29.00%,52488.00,84,2859,80,2129,1268,689,24,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037770,EHA02444_bin.13.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Muribaculum,s__Muribaculum sp003150235,97.76,99.96,0.40,3431749,49.00%,166807.00,39,2849,191,2207,1265,605,21,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037628,EHA02459_bin.3.fa,Individual,EHA02459,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__Ornithomonoglobus,s__,78.76,82.95,1.20,2690156,48.00%,3585.00,820,2031,146,1450,830,551,27,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037743,EHA02441_bin.6.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Paramuribaculum,s__Paramuribaculum sp900759835,97.51,99.75,0.53,2896223,50.00%,171928.00,31,2467,111,1913,1108,529,21,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037951,EHA02456_bin.1.fa,Individual,EHA02456,2.3.0,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp905212365,96.04,98.44,0.57,2165205,50.00%,36980.00,82,2071,38,1731,1228,301,15,Sciurus vulgaris,ABB0280,Species,Faecal
EHM038355,EHA02446_bin.44.fa,Individual,EHA02446,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola dorei,0.00,51.77,6.77,3134689,43.00%,3786.00,931,2010,190,1571,823,410,20,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037667,EHA02448_bin.14.fa,Individual,EHA02448,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,94.57,56.82,6.55,1884762,50.00%,2690.00,698,935,72,705,368,213,23,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037734,EHA02441_bin.26.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,0.00,99.98,0.06,3519391,52.00%,45704.00,112,2876,156,2189,1188,655,23,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037989,EHA02447_bin.16.fa,Individual,EHA02447,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,80.31,99.33,0.07,2955924,47.00%,63169.00,101,2359,118,1801,1111,522,22,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037363,EHA02458_bin.10.fa,Individual,EHA02458,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella copri_B,98.17,99.89,0.24,3458031,45.00%,61989.00,101,3007,161,2142,1223,837,28,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037983,EHA02447_bin.10.fa,Individual,EHA02447,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella copri_B,96.23,99.98,0.41,3687961,45.00%,54560.00,112,3131,150,2272,1290,825,26,Sciurus vulgaris,ABB0280,Species,Faecal
EHM038177,EHA02443_bin.34.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900545525,98.55,99.23,0.29,3178091,47.00%,144106.00,43,2619,156,1960,1156,634,24,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037788,EHA02444_bin.3.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Pseudochrobactrum,s__,0.00,51.22,4.74,1999869,51.00%,2491.00,793,1111,14,891,570,198,18,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037735,EHA02441_bin.27.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Pseudoruminococcus,s__,0.00,96.90,2.29,2348567,41.00%,36950.00,103,2281,41,1698,1042,551,24,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037952,EHA02456_bin.10.fa,Individual,EHA02456,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__Roseburia sp017626625,96.45,97.99,2.53,3917307,45.00%,50366.00,114,3515,140,2789,1696,663,19,Sciurus vulgaris,ABB0280,Species,Faecal
EHM038033,EHA02450_bin.8.fa,Individual,EHA02450,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__Roseburia sp017626625,97.19,95.39,1.12,3744017,46.00%,129632.00,38,3410,131,2665,1636,687,20,Sciurus vulgaris,ABB0280,Species,Faecal
EHM038187,EHA02443_bin.43.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__Roseburia sp017626625,96.21,99.63,1.14,3913069,45.00%,52700.00,114,3580,127,2777,1704,735,21,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037671,EHA02448_bin.5.fa,Individual,EHA02448,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RUG11237,s__,82.26,99.99,2.81,3571193,39.00%,88112.00,74,3383,114,2615,1567,714,21,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037963,EHA02456_bin.20.fa,Individual,EHA02456,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_D,s__,79.83,69.68,0.90,2216279,44.00%,3966.00,621,1976,51,1288,703,648,33,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038359,EHA02446_bin.8.fa,Individual,EHA02446,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_D,s__,79.70,99.61,0.13,3052928,44.00%,151838.00,51,2990,82,2137,1276,810,27,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037550,EHA02455_bin.15.fa,Individual,EHA02455,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,s__,0.00,98.54,0.83,2371981,42.00%,103001.00,50,2278,60,1761,1083,479,21,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037834,EHA02460_bin.9.fa,Individual,EHA02460,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Scatosoma,s__,0.00,52.43,0.03,948497,50.00%,2565.00,364,502,14,349,214,141,28,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038189,EHA02443_bin.45.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Scatosoma,s__,0.00,95.10,0.24,2884625,48.00%,71902.00,69,2453,112,1690,943,722,29,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038178,EHA02443_bin.35.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__Scatovivens,s__,0.00,95.09,4.18,2134708,27.00%,64337.00,51,2008,42,1298,799,687,34,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037380,EHA02458_bin.9.fa,Individual,EHA02458,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Succinivibrionaceae,g__Succinivibrio,s__Succinivibrio sp000431835,98.24,97.38,0.29,2369365,37.00%,80347.00,62,2020,52,1660,1198,318,16,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037741,EHA02441_bin.4.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Succinivibrionaceae,g__Succinivibrio,s__Succinivibrio sp000431835,96.06,95.52,0.35,2649717,37.00%,36325.00,136,2411,47,1796,1240,569,24,Sciurus vulgaris,ABB0280,Species,Faecal
EHM038332,EHA02446_bin.21.fa,Individual,EHA02446,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Sutterella,s__,83.31,99.99,1.70,3236657,58.00%,29483.00,193,2796,24,2117,1430,631,23,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037784,EHA02444_bin.26.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1436,s__UBA1436 sp910576915,96.49,99.33,0.26,1652328,52.00%,96003.00,25,1535,39,1048,721,460,30,Sciurus vulgaris,ABB0280,Species,Faecal
EHM038135,EHA02442_bin.2.fa,Individual,EHA02442,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA2942,s__,0.00,98.99,0.13,2955106,42.00%,71382.00,67,2585,96,2019,1252,522,20,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038333,EHA02446_bin.22.fa,Individual,EHA02446,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA3263,s__,0.00,59.06,0.79,1694869,52.00%,5073.00,371,1329,55,1040,575,268,20,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037630,EHA02459_bin.5.fa,Individual,EHA02459,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3282,s__,83.96,98.92,0.59,3641073,42.00%,131340.00,41,3368,141,2606,1573,717,21,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038338,EHA02446_bin.27.fa,Individual,EHA02446,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA4292,s__,79.37,97.17,0.12,2387405,50.00%,216474.00,14,2149,78,1665,1046,447,21,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037846,EHA02449_bin.2.fa,Individual,EHA02449,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__,93.73,71.33,1.72,2126564,58.00%,4821.00,510,1614,83,1195,591,398,25,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038140,EHA02442_bin.24.fa,Individual,EHA02442,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__,92.79,68.39,1.34,1835698,58.00%,4264.00,496,1319,66,982,493,323,24,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037731,EHA02441_bin.23.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__UBA7173 sp900759895,97.92,89.91,0.56,2479680,55.00%,54882.00,78,1937,80,1497,872,411,21,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037732,EHA02441_bin.24.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__UBA7173 sp900548705,97.11,99.34,0.14,2892536,53.00%,327782.00,40,2351,126,1754,1018,573,24,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037779,EHA02444_bin.21.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__UBA7173 sp900548705,97.37,99.34,0.10,2925237,53.00%,129610.00,33,2353,126,1803,1025,524,22,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037786,EHA02444_bin.28.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__UBA7173 sp900552325,95.38,99.96,0.49,2882985,55.00%,243493.00,29,2308,115,1764,980,507,22,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037820,EHA02460_bin.21.fa,Individual,EHA02460,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ventrimonas,s__,78.64,80.04,0.66,3317124,47.00%,118629.00,47,2928,76,2337,1456,553,19,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038154,EHA02443_bin.13.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ventrimonas,s__,0.00,94.08,0.16,3180507,49.00%,111349.00,41,2859,62,2396,1573,422,15,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037799,EHA02444_bin.4.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__VSOB01,s__,87.13,98.13,0.09,2555107,47.00%,122044.00,30,2446,81,1998,1328,415,17,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038195,EHA02443_bin.50.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Zag111,s__,0.00,58.48,8.02,1419942,32.00%,13294.00,166,1496,41,906,515,568,38,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037692,EHA02474_bin.16.fa,Individual,EHA02474,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,0.00,56.63,8.82,2523928,47.00%,2943.00,868,1753,54,1318,704,413,24,Sciurus vulgaris,ABB0281,Family,Faecal
EHM037757,EHA02483_bin.19.fa,Individual,EHA02483,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__,s__,0.00,53.30,4.49,1346130,61.00%,2054.00,641,442,4,330,169,106,24,Sciurus vulgaris,ABB0281,Family,Faecal
EHM037898,EHA02470_bin.19.fa,Individual,EHA02470,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__,s__,0.00,80.27,3.01,2171863,31.00%,4403.00,580,2024,69,1478,789,513,25,Sciurus vulgaris,ABB0281,Family,Faecal
EHM038076,EHA02465_bin.16.fa,Individual,EHA02465,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__CAG-274,g__,s__,0.00,72.55,0.46,1569883,27.00%,19835.00,112,1550,31,1185,803,340,22,Sciurus vulgaris,ABB0281,Family,Faecal
EHM038276,EHA02480_bin.4.fa,Individual,EHA02480,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,0.00,54.34,6.79,2225647,35.00%,2363.00,936,1170,39,797,387,363,31,Sciurus vulgaris,ABB0281,Family,Faecal
EHM037638,EHA02469_bin.12.fa,Individual,EHA02469,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__14-2,s__,0.00,94.63,2.36,3612196,40.00%,61974.00,89,3526,81,2698,1663,778,22,Sciurus vulgaris,ABB0281,Genus,Faecal
EHM037422,EHA02482_bin.4.fa,Individual,EHA02482,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,88.00,99.99,1.06,3775441,44.00%,191559.00,34,3449,131,2706,1651,685,20,Sciurus vulgaris,ABB0281,Genus,Faecal
EHM037702,EHA02479_bin.11.fa,Individual,EHA02479,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,87.97,99.74,0.77,3317907,45.00%,28527.00,165,3102,121,2452,1487,594,19,Sciurus vulgaris,ABB0281,Genus,Faecal
EHM037868,EHA02472_bin.19.fa,Individual,EHA02472,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,0.00,100.00,1.50,3663171,46.00%,118220.00,58,3326,152,2592,1550,680,20,Sciurus vulgaris,ABB0281,Genus,Faecal
EHM038049,EHA02468_bin.22.fa,Individual,EHA02468,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,78.83,98.93,0.31,3707580,48.00%,87418.00,68,3388,140,2565,1541,781,23,Sciurus vulgaris,ABB0281,Genus,Faecal
EHM038057,EHA02468_bin.3.fa,Individual,EHA02468,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,0.00,97.21,0.73,3958951,47.00%,154978.00,52,3528,198,2731,1578,747,21,Sciurus vulgaris,ABB0281,Genus,Faecal
EHM038070,EHA02465_bin.10.fa,Individual,EHA02465,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,93.00,91.34,2.23,4729771,50.00%,65002.00,187,4107,277,3143,1717,894,22,Sciurus vulgaris,ABB0281,Genus,Faecal
EHM038083,EHA02465_bin.22.fa,Individual,EHA02465,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,82.93,94.72,2.99,3439235,49.00%,20825.00,222,3102,116,2341,1301,703,23,Sciurus vulgaris,ABB0281,Genus,Faecal
EHM038277,EHA02480_bin.5.fa,Individual,EHA02480,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,79.90,99.95,0.23,3300296,43.00%,247966.00,30,3007,84,2323,1465,652,22,Sciurus vulgaris,ABB0281,Genus,Faecal
EHM037909,EHA02470_bin.29.fa,Individual,EHA02470,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,s__Akkermansia muciniphila,98.81,99.98,0.37,2768777,56.00%,97554.00,47,2376,106,1630,1043,720,30,Sciurus vulgaris,ABB0281,Species,Faecal
EHM037421,EHA02482_bin.3.fa,Individual,EHA02482,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__,94.10,99.86,0.80,2284766,57.00%,73423.00,54,1831,83,1455,917,351,19,Sciurus vulgaris,ABB0281,Genus,Faecal
EHM038105,EHA02465_bin.42.fa,Individual,EHA02465,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__,89.23,59.61,9.31,1477618,66.00%,7178.00,249,1297,84,1017,635,255,20,Sciurus vulgaris,ABB0281,Genus,Faecal
EHM038111,EHA02465_bin.48.fa,Individual,EHA02465,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__,88.32,84.10,0.16,1901158,60.00%,56048.00,58,1565,81,1269,797,273,17,Sciurus vulgaris,ABB0281,Genus,Faecal
EHM038112,EHA02465_bin.49.fa,Individual,EHA02465,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__,92.14,79.29,2.80,1442877,60.00%,4696.00,364,1209,56,972,539,223,18,Sciurus vulgaris,ABB0281,Genus,Faecal
EHM037409,EHA02482_bin.1.fa,Individual,EHA02482,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Alloprevotella,s__,0.00,88.09,0.16,2447300,59.00%,19999.00,175,2022,93,1513,908,482,24,Sciurus vulgaris,ABB0281,Genus,Faecal
